[["id24"],"Genes","id24","NZ_AMPO01000004.1",0,220515]
[["A994_06071","gene1219"],"Genes","A994_06071","NZ_AMPO01000004.1",151714,152923]
[["A994_06076","gene1220"],"Genes","A994_06076","NZ_AMPO01000004.1",152919,154131]
[["A994_06081","gene1221"],"Genes","A994_06081","NZ_AMPO01000004.1",154180,155113]
[["A994_06086","gene1222"],"Genes","A994_06086","NZ_AMPO01000004.1",155105,156122]
[["A994_06091","gene1223"],"Genes","A994_06091","NZ_AMPO01000004.1",156130,157108]
[["A994_06096","gene1224"],"Genes","A994_06096","NZ_AMPO01000004.1",157120,158437]
[["A994_06101","gene1225"],"Genes","A994_06101","NZ_AMPO01000004.1",158455,159211]
[["A994_06106","gene1226"],"Genes","A994_06106","NZ_AMPO01000004.1",159207,160215]
[["A994_06111","gene1227"],"Genes","A994_06111","NZ_AMPO01000004.1",160224,160431]
[["A994_06116","gene1228"],"Genes","A994_06116","NZ_AMPO01000004.1",160435,161356]
[["A994_06121","gene1229"],"Genes","A994_06121","NZ_AMPO01000004.1",161368,162367]
[["A994_06126","gene1230"],"Genes","A994_06126","NZ_AMPO01000004.1",162452,163112]
[["A994_06131","gene1231"],"Genes","A994_06131","NZ_AMPO01000004.1",163522,164632]
[["A994_06136","gene1232"],"Genes","A994_06136","NZ_AMPO01000004.1",164738,166421]
[["A994_06141","gene1233"],"Genes","A994_06141","NZ_AMPO01000004.1",166442,168071]
[["A994_06146","gene1234"],"Genes","A994_06146","NZ_AMPO01000004.1",169423,169636]
[["A994_06151","gene1235"],"Genes","A994_06151","NZ_AMPO01000004.1",169763,171269]
[["A994_06156","gene1236"],"Genes","A994_06156","NZ_AMPO01000004.1",171339,171879]
[["A994_06161","gene1237"],"Genes","A994_06161","NZ_AMPO01000004.1",171868,172339]
[["A994_06166","gene1238"],"Genes","A994_06166","NZ_AMPO01000004.1",172510,174061]
[["A994_06171","gene1239"],"Genes","A994_06171","NZ_AMPO01000004.1",174131,175244]
[["A994_06176","gene1240"],"Genes","A994_06176","NZ_AMPO01000004.1",175607,178163]
[["A994_06181","gene1241"],"Genes","A994_06181","NZ_AMPO01000004.1",178203,179109]
[["A994_06186","gene1242"],"Genes","A994_06186","NZ_AMPO01000004.1",179285,180464]
[["A994_06191","gene1243"],"Genes","A994_06191","NZ_AMPO01000004.1",180488,181403]
[["A994_06196","gene1244"],"Genes","A994_06196","NZ_AMPO01000004.1",181529,183104]
[["A994_06201","gene1245"],"Genes","A994_06201","NZ_AMPO01000004.1",183390,183672]
[["A994_06206","gene1246"],"Genes","A994_06206","NZ_AMPO01000004.1",183828,184269]
[["A994_06211","gene1247"],"Genes","A994_06211","NZ_AMPO01000004.1",184448,184817]
[["A994_06216","gene1248"],"Genes","A994_06216","NZ_AMPO01000004.1",184875,186594]
[["A994_06231","gene1249"],"Genes","A994_06231","NZ_AMPO01000004.1",187472,188390]
[["A994_06236","gene1250"],"Genes","A994_06236","NZ_AMPO01000004.1",188643,190116]
[["A994_06241","gene1251"],"Genes","A994_06241","NZ_AMPO01000004.1",190122,190974]
[["ubiA","gene1252"],"Genes","ubiA","NZ_AMPO01000004.1",191115,191967]
[["A994_06251","gene1253"],"Genes","A994_06251","NZ_AMPO01000004.1",192078,193572]
[["A994_06256","gene1254"],"Genes","A994_06256","NZ_AMPO01000004.1",193642,194944]
[["A994_t06400","gene1255"],"Genes","A994_t06400","NZ_AMPO01000004.1",195066,195151]
[["A994_06261","gene1256"],"Genes","A994_06261","NZ_AMPO01000004.1",195789,196728]
[["A994_06266","gene1257"],"Genes","A994_06266","NZ_AMPO01000004.1",197075,198299]
[["A994_06271","gene1258"],"Genes","A994_06271","NZ_AMPO01000004.1",198567,198981]
[["A994_06276","gene1259"],"Genes","A994_06276","NZ_AMPO01000004.1",199144,199543]
[["A994_06281","gene1260"],"Genes","A994_06281","NZ_AMPO01000004.1",199520,200438]
[["A994_06286","gene1261"],"Genes","A994_06286","NZ_AMPO01000004.1",200564,201233]
[["A994_06291","gene1262"],"Genes","A994_06291","NZ_AMPO01000004.1",201557,202103]
[["A994_06296","gene1263"],"Genes","A994_06296","NZ_AMPO01000004.1",202099,202366]
[["A994_06301","gene1264"],"Genes","A994_06301","NZ_AMPO01000004.1",202480,203377]
[["A994_06306","gene1265"],"Genes","A994_06306","NZ_AMPO01000004.1",203387,204305]
[["A994_06311","gene1266"],"Genes","A994_06311","NZ_AMPO01000004.1",204605,205334]
[["A994_06316","gene1267"],"Genes","A994_06316","NZ_AMPO01000004.1",205662,206241]
[["A994_06321","gene1268"],"Genes","A994_06321","NZ_AMPO01000004.1",206313,207588]
[["A994_06326","gene1269"],"Genes","A994_06326","NZ_AMPO01000004.1",207594,208536]
[["A994_06331","gene1270"],"Genes","A994_06331","NZ_AMPO01000004.1",208727,208973]
[["A994_06336","gene1271"],"Genes","A994_06336","NZ_AMPO01000004.1",209068,209581]
[["A994_06341","gene1272"],"Genes","A994_06341","NZ_AMPO01000004.1",210057,210282]
[["A994_06346","gene1273"],"Genes","A994_06346","NZ_AMPO01000004.1",210395,210971]
[["A994_06351","gene1274"],"Genes","A994_06351","NZ_AMPO01000004.1",211036,211981]
[["A994_06356","gene1275"],"Genes","A994_06356","NZ_AMPO01000004.1",212033,212822]
[["A994_06361","gene1276"],"Genes","A994_06361","NZ_AMPO01000004.1",213178,213760]
[["A994_06366","gene1277"],"Genes","A994_06366","NZ_AMPO01000004.1",213985,215194]
[["A994_06371","gene1278"],"Genes","A994_06371","NZ_AMPO01000004.1",215558,216419]
[["A994_06376","gene1279"],"Genes","A994_06376","NZ_AMPO01000004.1",216571,217300]
[["A994_06381","gene1280"],"Genes","A994_06381","NZ_AMPO01000004.1",217779,218454]
[["A994_06386","gene1281"],"Genes","A994_06386","NZ_AMPO01000004.1",218454,219099]
[["A994_06391","gene1282"],"Genes","A994_06391","NZ_AMPO01000004.1",219473,220430]
