[["id33"],"Genes","id33","NZ_AMPO01000008.1",0,143258]
[["A994_09106","gene1836"],"Genes","A994_09106","NZ_AMPO01000008.1",55422,56577]
[["A994_09111","gene1837"],"Genes","A994_09111","NZ_AMPO01000008.1",56637,57078]
[["A994_09116","gene1838"],"Genes","A994_09116","NZ_AMPO01000008.1",57250,58042]
[["A994_09121","gene1839"],"Genes","A994_09121","NZ_AMPO01000008.1",58150,58351]
[["A994_09126","gene1840"],"Genes","A994_09126","NZ_AMPO01000008.1",58498,59140]
[["A994_09131","gene1841"],"Genes","A994_09131","NZ_AMPO01000008.1",59296,59806]
[["A994_09136","gene1842"],"Genes","A994_09136","NZ_AMPO01000008.1",59990,60560]
[["A994_09141","gene1843"],"Genes","A994_09141","NZ_AMPO01000008.1",60597,61152]
[["A994_09146","gene1844"],"Genes","A994_09146","NZ_AMPO01000008.1",61213,61705]
[["A994_09151","gene1845"],"Genes","A994_09151","NZ_AMPO01000008.1",61961,62276]
[["A994_09156","gene1846"],"Genes","A994_09156","NZ_AMPO01000008.1",62504,63530]
[["A994_09161","gene1847"],"Genes","A994_09161","NZ_AMPO01000008.1",63647,64673]
[["A994_09166","gene1848"],"Genes","A994_09166","NZ_AMPO01000008.1",64806,65805]
[["A994_09171","gene1849"],"Genes","A994_09171","NZ_AMPO01000008.1",66222,68127]
[["A994_09176","gene1850"],"Genes","A994_09176","NZ_AMPO01000008.1",68231,68858]
[["A994_09181","gene1851"],"Genes","A994_09181","NZ_AMPO01000008.1",69271,70006]
[["A994_09186","gene1852"],"Genes","A994_09186","NZ_AMPO01000008.1",70109,70283]
[["A994_09191","gene1853"],"Genes","A994_09191","NZ_AMPO01000008.1",70272,70833]
[["A994_09196","gene1854"],"Genes","A994_09196","NZ_AMPO01000008.1",71209,71947]
[["A994_09201","gene1855"],"Genes","A994_09201","NZ_AMPO01000008.1",72178,72616]
[["cofG","gene1856"],"Genes","cofG","NZ_AMPO01000008.1",72748,73828]
[["A994_09211","gene1857"],"Genes","A994_09211","NZ_AMPO01000008.1",73975,74413]
[["A994_09216","gene1858"],"Genes","A994_09216","NZ_AMPO01000008.1",74413,75364]
[["A994_09221","gene1859"],"Genes","A994_09221","NZ_AMPO01000008.1",75891,76569]
[["A994_09226","gene1860"],"Genes","A994_09226","NZ_AMPO01000008.1",76806,77835]
[["A994_09231","gene1861"],"Genes","A994_09231","NZ_AMPO01000008.1",78188,78671]
[["A994_09236","gene1862"],"Genes","A994_09236","NZ_AMPO01000008.1",78805,79018]
[["A994_09241","gene1863"],"Genes","A994_09241","NZ_AMPO01000008.1",79373,79922]
[["A994_09246","gene1864"],"Genes","A994_09246","NZ_AMPO01000008.1",80079,80754]
[["A994_09251","gene1865"],"Genes","A994_09251","NZ_AMPO01000008.1",80750,82613]
[["A994_09256","gene1866"],"Genes","A994_09256","NZ_AMPO01000008.1",82798,83500]
[["A994_09261","gene1867"],"Genes","A994_09261","NZ_AMPO01000008.1",83699,84401]
[["A994_09266","gene1868"],"Genes","A994_09266","NZ_AMPO01000008.1",84580,85285]
[["A994_09271","gene1869"],"Genes","A994_09271","NZ_AMPO01000008.1",85905,86529]
[["A994_09276","gene1870"],"Genes","A994_09276","NZ_AMPO01000008.1",86812,87988]
[["A994_09281","gene1871"],"Genes","A994_09281","NZ_AMPO01000008.1",88373,89387]
[["A994_09286","gene1872"],"Genes","A994_09286","NZ_AMPO01000008.1",89641,90736]
[["A994_09291","gene1873"],"Genes","A994_09291","NZ_AMPO01000008.1",90939,91242]
[["A994_09296","gene1874"],"Genes","A994_09296","NZ_AMPO01000008.1",91277,92138]
[["A994_09301","gene1875"],"Genes","A994_09301","NZ_AMPO01000008.1",92266,93856]
[["A994_09306","gene1876"],"Genes","A994_09306","NZ_AMPO01000008.1",94053,94266]
[["A994_09311","gene1877"],"Genes","A994_09311","NZ_AMPO01000008.1",94531,95689]
[["A994_09316","gene1878"],"Genes","A994_09316","NZ_AMPO01000008.1",95890,96559]
[["A994_09321","gene1879"],"Genes","A994_09321","NZ_AMPO01000008.1",96615,96831]
[["A994_09326","gene1880"],"Genes","A994_09326","NZ_AMPO01000008.1",97130,97682]
[["A994_09331","gene1881"],"Genes","A994_09331","NZ_AMPO01000008.1",97666,98578]
[["A994_09336","gene1882"],"Genes","A994_09336","NZ_AMPO01000008.1",98959,100039]
[["A994_09341","gene1883"],"Genes","A994_09341","NZ_AMPO01000008.1",100397,100706]
[["A994_09346","gene1884"],"Genes","A994_09346","NZ_AMPO01000008.1",100726,101095]
[["A994_09351","gene1885"],"Genes","A994_09351","NZ_AMPO01000008.1",101284,102148]
[["A994_09356","gene1886"],"Genes","A994_09356","NZ_AMPO01000008.1",102163,102556]
[["A994_09361","gene1887"],"Genes","A994_09361","NZ_AMPO01000008.1",102603,103686]
[["A994_09366","gene1888"],"Genes","A994_09366","NZ_AMPO01000008.1",103682,104609]
[["A994_09371","gene1889"],"Genes","A994_09371","NZ_AMPO01000008.1",104643,105876]
[["A994_09376","gene1890"],"Genes","A994_09376","NZ_AMPO01000008.1",106082,107408]
[["A994_09381","gene1891"],"Genes","A994_09381","NZ_AMPO01000008.1",107517,108768]
[["A994_09386","gene1892"],"Genes","A994_09386","NZ_AMPO01000008.1",109063,110395]
[["A994_09391","gene1893"],"Genes","A994_09391","NZ_AMPO01000008.1",110427,110862]
[["A994_09396","gene1894"],"Genes","A994_09396","NZ_AMPO01000008.1",110906,111461]
[["A994_09401","gene1895"],"Genes","A994_09401","NZ_AMPO01000008.1",111463,112213]
[["A994_09406","gene1896"],"Genes","A994_09406","NZ_AMPO01000008.1",112225,113878]
[["A994_09411","gene1897"],"Genes","A994_09411","NZ_AMPO01000008.1",113932,114820]
[["A994_09416","gene1898"],"Genes","A994_09416","NZ_AMPO01000008.1",114832,115558]
[["A994_09421","gene1899"],"Genes","A994_09421","NZ_AMPO01000008.1",115557,116370]
[["A994_09426","gene1900"],"Genes","A994_09426","NZ_AMPO01000008.1",116381,116684]
[["A994_09431","gene1901"],"Genes","A994_09431","NZ_AMPO01000008.1",116696,117419]
[["A994_09436","gene1902"],"Genes","A994_09436","NZ_AMPO01000008.1",117432,117642]
[["A994_09441","gene1903"],"Genes","A994_09441","NZ_AMPO01000008.1",117645,117900]
[["A994_09446","gene1904"],"Genes","A994_09446","NZ_AMPO01000008.1",117917,118871]
[["A994_09451","gene1905"],"Genes","A994_09451","NZ_AMPO01000008.1",119150,120170]
[["A994_09456","gene1906"],"Genes","A994_09456","NZ_AMPO01000008.1",120181,120613]
[["A994_09461","gene1907"],"Genes","A994_09461","NZ_AMPO01000008.1",120862,122335]
[["A994_09466","gene1908"],"Genes","A994_09466","NZ_AMPO01000008.1",122577,122862]
[["A994_09471","gene1909"],"Genes","A994_09471","NZ_AMPO01000008.1",122938,123331]
[["A994_09476","gene1910"],"Genes","A994_09476","NZ_AMPO01000008.1",123746,124079]
[["A994_09481","gene1911"],"Genes","A994_09481","NZ_AMPO01000008.1",124075,124825]
[["A994_09486","gene1912"],"Genes","A994_09486","NZ_AMPO01000008.1",125066,125663]
[["A994_09491","gene1913"],"Genes","A994_09491","NZ_AMPO01000008.1",125667,125943]
[["A994_09496","gene1914"],"Genes","A994_09496","NZ_AMPO01000008.1",126512,127748]
[["A994_09501","gene1915"],"Genes","A994_09501","NZ_AMPO01000008.1",127729,128503]
[["A994_09506","gene1916"],"Genes","A994_09506","NZ_AMPO01000008.1",129016,129460]
[["A994_09511","gene1917"],"Genes","A994_09511","NZ_AMPO01000008.1",129461,130391]
[["A994_09516","gene1918"],"Genes","A994_09516","NZ_AMPO01000008.1",130391,131810]
[["A994_09521","gene1919"],"Genes","A994_09521","NZ_AMPO01000008.1",131834,133073]
[["A994_09526","gene1920"],"Genes","A994_09526","NZ_AMPO01000008.1",133361,133559]
[["A994_09531","gene1921"],"Genes","A994_09531","NZ_AMPO01000008.1",134067,143258]
